Experiment,Accuracy,CO2_g
Experiment_A_50data_50epochs,87.92999982833862,0.2660626354043565
Experiment_B_50data_100epochs,87.07000017166138,0.5312350967365812
Experiment_C_100data_50epochs,88.510000705719,0.5373069493288304
Experiment_D_100data_100epochs,89.68999981880188,1.1182601602742466
